region_id,region_name,year,crop_id,area,production,yield
UA05,Vinnytska,2021,211,317.4,17671.7,55.7
UA05,Vinnytska,2021,213,93.8,4330.2,46.1
UA05,Vinnytska,2021,214,3.2,152.5,48.3
UA05,Vinnytska,2021,215,0.9,30.1,31.4
UA05,Vinnytska,2021,216,456.7,42794.1,93.7
UA05,Vinnytska,2021,220,7.2,106,14.6
UA05,Vinnytska,2021,222,49.7,23065.8,464.9
UA05,Vinnytska,2021,231,307.6,9848.6,32
UA05,Vinnytska,2021,232,61.1,2020.8,33.1
UA05,Vinnytska,2021,233,81.3,2305.4,28.4
UA05,Vinnytska,2021,240,1.5,44.9,31.1
UA05,Vinnytska,2021,250,0,0,0
UA05,Vinnytska,2021,270,9.4,213.3,22.6
UA05,Vinnytska,2022,30,802.9,35637.3,44.4
UA05,Vinnytska,2022,50,304.3,12293.5,40.4
UA05,Vinnytska,2022,80,15.4,573.3,37.3
UA05,Vinnytska,2022,130,27.3,1045.9,38.3
UA05,Vinnytska,2022,140,53.3,1786.8,33.5
